video_name,frame,time_seconds,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,left_knee_velocity,left_knee_acceleration,right_knee_velocity,right_knee_acceleration,left_hip_velocity,left_hip_acceleration,right_hip_velocity,right_hip_acceleration,left_ankle_velocity,left_ankle_acceleration,right_ankle_velocity,right_ankle_acceleration
demo_squat.mp4,18,1.8,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,19,1.9,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,20,2.0,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,21,2.1,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,22,2.2,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,23,2.3,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,24,2.4,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,25,2.5,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,26,2.6,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,27,2.7,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,28,2.8,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,29,2.9,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,30,3.0,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,31,3.1,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,32,3.2,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,33,3.3,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,34,3.4,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,35,3.5,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,36,3.6,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,37,3.7,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,38,3.8,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,39,3.9,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,40,4.0,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,41,4.1,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,42,4.2,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_squat.mp4,43,4.3,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,0.0,-1.3500311979441904e-11,0.0,-1.3500311979441904e-11,0.0,-1.3500311979441904e-11,0.0,-1.3500311979441904e-11,0.0,-1.3500311979441904e-11,0.0,-1.3500311979441904e-11
demo_squat.mp4,44,4.4,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,180.00000000000054,-2.7000623958883807e-12,-1.4921397450962104e-11,-2.7000623958883807e-12,-1.4921397450962104e-11,-2.7000623958883807e-12,-1.4921397450962104e-11,-2.7000623958883807e-12,-1.4921397450962104e-11,-2.7000623958883807e-12,-1.4921397450962104e-11,-2.7000623958883807e-12,-1.4921397450962104e-11
demo_squat.mp4,45,4.5,180.0,180.0,180.0,180.0,180.0,180.0,-2.9842794901924208e-12,1.1368683772161603e-11,-2.9842794901924208e-12,1.1368683772161603e-11,-2.9842794901924208e-12,1.1368683772161603e-11,-2.9842794901924208e-12,1.1368683772161603e-11,-2.9842794901924208e-12,1.1368683772161603e-11,-2.9842794901924208e-12,1.1368683772161603e-11
demo_squat.mp4,46,4.6,179.99999999999994,179.99999999999994,179.99999999999994,179.99999999999994,179.99999999999994,179.99999999999994,-4.263256414560601e-13,1.2079226507921703e-11,-4.263256414560601e-13,1.2079226507921703e-11,-4.263256414560601e-13,1.2079226507921703e-11,-4.263256414560601e-13,1.2079226507921703e-11,-4.263256414560601e-13,1.2079226507921703e-11,-4.263256414560601e-13,1.2079226507921703e-11
demo_squat.mp4,47,4.7,179.99999999999991,179.99999999999991,179.99999999999991,179.99999999999991,179.99999999999991,179.99999999999991,-5.684341886080801e-13,-1.4210854715202004e-12,-5.684341886080801e-13,-1.4210854715202004e-12,-5.684341886080801e-13,-1.4210854715202004e-12,-5.684341886080801e-13,-1.4210854715202004e-12,-5.684341886080801e-13,-1.4210854715202004e-12,-5.684341886080801e-13,-1.4210854715202004e-12
demo_squat.mp4,48,4.8,179.99999999999983,179.99999999999983,179.99999999999983,179.99999999999983,179.99999999999983,179.99999999999983,-7.105427357601002e-13,0.0,-7.105427357601002e-13,0.0,-7.105427357601002e-13,0.0,-7.105427357601002e-13,0.0,-7.105427357601002e-13,0.0,-7.105427357601002e-13,0.0
demo_squat.mp4,49,4.9,179.99999999999977,179.99999999999977,179.99999999999977,179.99999999999977,179.99999999999977,179.99999999999977,-5.684341886080801e-13,1.4210854715202004e-12,-5.684341886080801e-13,1.4210854715202004e-12,-5.684341886080801e-13,1.4210854715202004e-12,-5.684341886080801e-13,1.4210854715202004e-12,-5.684341886080801e-13,1.4210854715202004e-12,-5.684341886080801e-13,1.4210854715202004e-12
